Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
28-AUG-2023,15402.05,15521.8,15392.35,15475.25,41473767,2351.65
29-AUG-2023,15515.3,15594.65,15472.65,15578.9,38741204,2275.34
30-AUG-2023,15654.2,15732.3,15623.7,15678.1,39277172,3095.79
31-AUG-2023,15712.2,15783.15,15643.55,15670.25,233706880,8683.41
01-SEP-2023,15708.45,15964.6,15667.4,15928.3,41344377,3745.87
04-SEP-2023,16039.6,16040.4,15855.9,15943.6,50879676,3408.38
05-SEP-2023,15966.45,16030.35,15919.05,15942.75,34640214,2297.46
06-SEP-2023,15973.5,15974.85,15842.8,15921.25,31449721,2441.09
07-SEP-2023,15918.6,16014.75,15898.2,15995.85,26432739,2001.58
08-SEP-2023,16056.95,16130.45,16012.75,16102.9,38509525,2773.38
11-SEP-2023,16173.9,16386.5,16163.45,16374.95,33103976,2833.37
12-SEP-2023,16417.65,16428.35,15940.05,16070.05,55191073,3547.78
13-SEP-2023,16081.25,16112.95,15926.2,15995.95,33089842,2457.62
14-SEP-2023,16065.45,16193.4,16056.9,16169.65,25999008,2329.14
15-SEP-2023,16249,16456.8,16241.55,16425.8,51106697,5383.4
18-SEP-2023,16451.8,16647.05,16397.4,16563.9,40951718,3995.31
20-SEP-2023,16495.2,16628.95,16411.6,16479.7,34972434,3726.64
21-SEP-2023,16468.95,16516.55,16160.6,16200.4,33163145,3026.2
22-SEP-2023,16214,16301.3,16129.05,16234.35,31961063,3193.8
25-SEP-2023,16267,16320.05,16170.5,16221.55,35357786,3145.53
26-SEP-2023,16241.55,16325.25,16231.25,16278.25,30572840,2963.67
27-SEP-2023,16281.95,16315.8,16195.85,16283.4,30195641,2253
28-SEP-2023,16308.25,16327,16041.5,16092.2,40340129,3591.82
29-SEP-2023,16146.85,16261.9,16045.1,16184.4,35493579,2843.42
03-OCT-2023,16315.35,16316,15955.9,15990.6,34486096,3110.16
04-OCT-2023,15952.25,15952.6,15715.9,15782.6,32577434,2309.45
05-OCT-2023,15878.95,15960.7,15785.9,15916.1,30204093,2368.38
06-OCT-2023,16025.2,16039.8,15966.4,15990.65,21802558,1875.86
09-OCT-2023,15891.1,15958.8,15801.85,15832.85,34478437,2329.51
10-OCT-2023,15892.25,16059.3,15877.05,16028.7,38603498,2535.97
11-OCT-2023,16088.95,16204.25,16085.2,16175.8,37736094,2471.67
12-OCT-2023,16232.9,16327.4,16216.85,16301.7,26619454,2894.51
13-OCT-2023,16231.25,16468,16229.35,16444.95,51410932,3843.16
16-OCT-2023,16460.05,16551.9,16446.15,16519.35,43447711,2908.09
17-OCT-2023,16585.7,16618.45,16490.55,16522.75,27945557,2390.13
18-OCT-2023,16544.05,16592.95,16482.65,16535.4,35331121,2509.11
19-OCT-2023,16458,16645.7,16445.25,16618,30828816,3800.42
20-OCT-2023,16579.45,16664.85,16470.25,16497.85,30519798,2532.66
23-OCT-2023,16450.85,16538.1,16253.75,16277.85,37065305,2956.92
25-OCT-2023,16297.55,16343.65,16082.45,16210.45,29758718,2900.54
26-OCT-2023,16129.75,16155.7,15928.6,15953.05,44669099,3510.49
27-OCT-2023,16002.25,16279.8,16002.15,16169.15,28692387,3614.19
30-OCT-2023,16215.65,16242.35,15831.8,16023.45,32797736,3324.91
31-OCT-2023,16139.25,16139.25,15899.25,15916.2,32688052,2864.25
01-NOV-2023,15952,16007.5,15807.95,15835.65,26521512,2879.36
02-NOV-2023,15948.05,15977.9,15836,15948.65,29090792,2748.2
03-NOV-2023,16108.7,16130.1,16015.1,16045.4,41564008,3640.53
06-NOV-2023,16156.95,16185.65,16102.85,16172.75,31297542,3004.11
07-NOV-2023,16171.4,16220.35,16116.6,16143.75,26470224,2273.74
08-NOV-2023,16220.2,16235.95,16166,16220.8,26039355,2080.81
09-NOV-2023,16253.55,16401.5,16229.65,16355.3,46840214,2972.95
10-NOV-2023,16340.75,16341.1,16185.5,16286.7,44352330,2531.39
12-NOV-2023,16440.85,16440.85,16364.55,16377.05,7184954,408.42
13-NOV-2023,16370.15,16387.2,16307.8,16365.3,27037348,1897.71
15-NOV-2023,16522.65,16666.8,16421.75,16648.5,43869066,3838.82
16-NOV-2023,16667.3,16863.85,16632.3,16788.9,41826716,3807.32
17-NOV-2023,16819.35,16951.6,16798.9,16905.5,45613210,3310.7
20-NOV-2023,16912.45,16951.3,16730.1,16777.3,33845576,2802.7
21-NOV-2023,16824.65,16871.4,16758.3,16860.1,38249842,2784.85
22-NOV-2023,16880.1,16992.55,16767.65,16972.2,43697884,3786.79
23-NOV-2023,17018.75,17067.95,16993.75,17033.55,28388853,3797.17
24-NOV-2023,17067.15,17080.85,17014.1,17040.35,29832601,2476.58
28-NOV-2023,17092,17230.55,17047.1,17202.75,46757062,3360.62
29-NOV-2023,17286.5,17503.75,17244.25,17482.45,66065563,4173.64
30-NOV-2023,17514.65,17588.55,17436.7,17551.85,81814040,6940.98
01-DEC-2023,17611.25,17644.75,17462.05,17489.05,50137533,4047.89
04-DEC-2023,17756.15,17756.95,17530.95,17687.25,66188276,4953.03
05-DEC-2023,17728.85,17868.5,17681.6,17792.1,49097601,4275.13
06-DEC-2023,17775.35,17827.7,17672.95,17788.4,48230509,3868.18
07-DEC-2023,17865.75,18005.6,17757.4,17867.35,42433008,4089.41
08-DEC-2023,17914.95,17948.25,17663.3,17769.1,42856813,3168.01
11-DEC-2023,17811.15,17885.85,17711.65,17852.3,54237036,3308.2
12-DEC-2023,17927.4,17935,17630.65,17726.5,40242369,4054.48
13-DEC-2023,17753.8,17937.15,17699.65,17917.9,41820976,3689.59
14-DEC-2023,17998.55,18077,17926.6,18045.05,58754702,3886.91
15-DEC-2023,18179.2,18182.1,17843.25,18038.25,52909545,4929.9
